combined_fips,total_votes_2016,Clinton,FIPS,total_votes_2012,county_fips,state_fips,fips_x,population2014,population2010,population_change,population_2010,kids_percent_2014,teenagers_percent_2014,age65plus,female,Black,native,asian,hawaii,biracial,Hispanic,stable_house,foreign_born,NonEnglish,Edu_highschool,Edu_batchelors,veteran,commute,housing_units,homeownership,housing_units_multi,house_value,house_number,house_persons,Income,house_income,Poverty,private_establishments,private_employment,employment_change,nonemployer_establishments,firms_owned,firms_owned_black,firms_owned_native,firms_owned_asian,firms_owned_hawaii,firms_owned_hispanic,firms_owned_female,manufacturers_shipments,merchant_sales,retail_sales,retail_sales_per_capita,hotel_food_sales,building_permits,land_area,Density,Trump_Romney,fips_y,lat,lng
13065,2443,0.0,13065,2472,13065,13,13065,6831,6798,0.5,6798,7.6,25.9,15.0,51.0,0.28300000000000003,0.8,0.2,0.1,1.6,0.042,86.6,2.6,3.2,71.1,12.5,479,21.1,2967,68.7,11.7,62900,2586,2.53,17815,30345,29.1,127,1806,7.8,428,513,0.0,0.0,0.0,0.0,0.0,22.8,0,0,39791,5714,3333,4,800.22,8.5,0.0592495962971942,13065,30.9716985,-82.82097399999998
13067,326424,0.0,13067,308989,13067,13,13067,730981,688076,6.2,688078,6.6,24.6,10.6,51.6,0.273,0.5,5.1,0.1,2.4,0.127,81.2,15.1,20.3,90.8,43.7,44559,29.5,292870,66.4,24.9,196700,261242,2.64,33069,63920,12.8,19159,302767,-0.3,71103,77945,18.6,0.7,4.8,0.1,5.5,31.7,5651641,15524844,10480711,15157,1393471,3103,339.55,2026.4,-0.0874231682590824,13067,33.8999297,-84.56414699999998
13069,13896,0.0,13069,14434,13069,13,13069,42811,42356,1.1,42356,6.7,24.7,12.3,48.7,0.28,0.4,0.9,0.1,1.3,0.109,88.5,6.1,9.8,75.5,12.9,2488,19.9,16925,69.4,7.3,80700,14497,2.73,17031,35693,24.3,830,11855,-1.5,2837,3452,9.8,0.0,0.0,0.0,2.0,25.1,0,323863,458699,11367,47137,35,575.1,73.7,0.0487534569635805,13069,35.4576849,-86.05296039999998
13071,13592,0.0,13071,13319,13071,13,13071,46102,45498,1.3,45498,7.8,26.8,14.0,50.4,0.23199999999999998,1.4,1.0,0.1,1.2,0.183,82.4,10.9,17.1,72.1,13.1,2367,21.1,18291,66.2,11.5,83500,15918,2.81,17025,32484,26.7,872,11360,2.6,2854,3290,0.0,0.0,0.0,0.0,0.0,25.2,599465,184865,432377,9669,35043,88,544.15,83.6,0.0340352709651398,13071,31.207285600000002,-83.8473015
13073,64190,0.0,13073,58842,13073,13,13073,139257,124053,12.3,124053,6.3,26.0,11.8,51.1,0.16899999999999998,0.4,4.2,0.2,2.9,0.062,86.8,6.8,9.5,91.3,34.1,13290,24.5,53375,78.9,7.4,170400,43975,2.9,30949,69306,8.3,2092,26336,1.8,8724,10081,7.4,0.6,5.7,0.0,3.0,32.0,2411210,357458,1406298,12919,119074,1289,290.09,427.6,-0.0382643470451914,13073,33.509851399999995,-82.25832969999998
13075,6038,0.0,13075,6027,13075,13,13075,17214,17212,0.0,17212,6.7,26.6,14.7,51.6,0.278,0.4,0.8,0.1,1.2,0.061,81.7,3.4,6.0,74.8,12.4,1147,25.3,7241,73.4,4.7,83100,6308,2.67,18592,34985,23.1,299,2782,7.5,1002,1023,0.0,0.0,0.0,0.0,0.0,0.0,360662,51503,118054,7198,18080,33,227.16,75.8,0.0387247394453787,13075,41.737658700000004,-87.697554
13077,61315,0.0,13077,55512,13077,13,13077,135571,127317,6.5,127317,6.2,25.7,12.4,51.2,0.18,0.4,1.9,0.1,1.9,0.067,85.4,5.8,8.5,87.8,26.9,10406,30.6,52000,74.5,11.1,176400,46912,2.74,26757,60813,12.7,2109,28918,5.6,10042,11408,0.0,0.0,3.7,0.0,3.1,32.0,2270118,524585,1290974,10852,146607,745,440.89,288.8,-0.0205997480496535,13077,33.3716708,-84.7315563
13079,5157,0.0,13079,5123,13079,13,13079,12387,12630,-1.9,12630,5.0,21.2,16.9,49.4,0.213,0.6,0.4,0.1,1.4,0.031,90.0,0.8,2.7,78.7,13.0,887,28.2,5250,79.0,3.2,90800,4620,2.7,20556,41586,20.6,101,548,0.2,851,560,0.0,0.0,0.0,0.0,0.0,34.1,0,0,18191,1451,1372,20,324.89,38.9,0.047248544823897995,13079,41.6661391,-80.27673270000001
13081,7500,0.0,13081,7386,13081,13,13081,22934,23439,-2.2,23439,6.8,24.9,16.0,52.4,0.436,0.3,1.0,0.1,1.2,0.032,86.1,1.5,4.2,79.5,15.5,1664,19.1,10712,59.8,16.1,95600,8832,2.61,18185,35240,31.2,514,6614,3.7,1610,1847,0.0,0.0,0.0,0.0,0.0,0.0,410798,0,326453,14719,39028,12,272.58,86.0,0.0393998375304629,13081,31.8875724,-83.804868
13083,6238,0.0,13083,5997,13083,13,13083,16389,16633,-1.5,16633,5.4,19.8,17.0,50.8,0.013999999999999999,0.5,1.1,0.1,1.2,0.021,88.4,1.6,1.8,80.3,17.0,1342,27.4,7260,77.8,7.4,112800,6325,2.44,21690,43205,15.9,214,2718,2.3,1069,1411,0.0,0.0,0.0,0.0,0.0,27.4,187845,0,189274,11687,15778,1,173.98,95.6,0.0657017351253376,13083,25.551603399999998,-80.6326916
13085,11680,0.0,13085,10234,13085,13,13085,22957,22339,2.8,22330,5.1,21.8,17.9,49.9,0.009000000000000001,0.4,0.7,0.1,1.5,0.04,87.1,3.8,4.8,85.8,24.4,1913,31.8,10595,73.7,5.1,186000,8506,2.61,27330,53525,15.6,588,6340,0.3,2055,3229,0.0,0.0,0.0,0.0,0.0,16.2,0,103913,466567,21598,49886,177,210.83,105.9,-0.018190104968397,13085,34.412912,-84.14351359999998
13087,10238,0.0,13087,10465,13087,13,13087,27220,27842,-2.2,27842,6.9,24.7,15.4,51.4,0.41600000000000004,0.8,0.7,0.1,1.1,0.055999999999999994,87.6,3.0,4.0,78.4,14.7,1577,23.2,12120,64.3,14.3,102900,10525,2.51,18059,30619,27.1,578,6459,2.2,1854,2725,29.0,1.3,0.0,0.0,2.0,28.0,1021401,0,395435,13854,24104,32,597.14,46.6,0.0311737550269193,13087,39.317618599999996,-85.52002399999998
13089,295871,1.0,13089,305299,13089,13,13089,722161,691894,4.4,691893,7.3,23.7,10.4,52.5,0.5479999999999999,0.5,5.9,0.1,2.0,0.08900000000000001,81.2,16.3,18.6,88.4,39.7,41447,30.7,306954,56.7,36.2,168900,264496,2.59,28810,50856,19.0,16052,260194,3.1,71233,73184,39.6,0.9,6.8,0.1,3.6,37.2,7489009,9361148,7973387,10867,1207713,1231,267.58,2585.7,-0.0499916912458968,13089,33.7956441,-84.2278796
13091,6995,0.0,13091,7731,13091,13,13091,20976,21797,-3.8,21796,6.1,20.9,15.2,47.8,0.3,0.4,0.5,0.2,1.0,0.034,89.8,2.1,4.3,80.2,15.2,1499,24.2,9744,65.7,8.0,70000,8186,2.36,18114,37292,19.8,338,3507,-1.9,1378,1447,0.0,0.0,0.0,0.0,0.0,0.0,199135,9821,167117,8452,12514,8,495.89,44.0,0.0433707984221781,13091,43.3994215,-88.71089640000001
13093,3836,0.0,13093,4289,13093,13,13093,14188,14918,-4.9,14918,4.7,19.8,15.7,46.0,0.505,0.2,0.7,0.1,0.9,0.073,88.4,4.2,4.9,70.9,10.1,1214,19.7,6225,66.7,9.2,67600,5133,2.37,14510,29012,29.0,160,1935,-5.9,747,930,30.6,0.0,0.0,0.0,4.4,0.0,303771,61913,151362,13121,6625,0,391.94,38.1,0.0436502938987652,13093,32.1593447,-83.804868
13095,33925,1.0,13095,37822,13095,13,13095,92407,94565,-2.3,94565,7.4,24.9,13.6,53.5,0.684,0.3,1.0,0.2,1.2,0.026000000000000002,81.7,2.4,3.7,79.9,17.8,7326,18.3,40701,47.3,31.3,101700,35661,2.53,18619,31671,31.2,2336,38273,-2.1,6777,6892,34.0,0.0,4.4,0.0,1.2,33.7,0,1175674,1543650,16198,170969,80,328.69,287.7,-0.00103680089806707,13095,31.5439375,-84.2278796
13097,57365,1.0,13097,55201,13097,13,13097,138776,132339,4.9,132403,6.6,26.9,10.3,52.1,0.435,0.4,1.7,0.2,2.4,0.08900000000000001,83.4,8.4,11.9,87.2,24.4,10690,31.8,51861,69.8,17.4,135700,46295,2.86,23626,52691,16.1,2392,33246,2.6,11313,11400,0.0,0.4,2.5,0.0,2.7,33.1,989859,929175,2055804,16536,212285,224,200.07,661.8,-0.0427284335760607,13097,39.2587106,-104.9388853
13099,4782,0.0,13099,5349,13099,13,13099,10491,11004,-4.7,11008,6.6,25.2,18.4,52.8,0.499,0.4,0.6,0.0,0.9,0.022000000000000002,91.3,0.8,1.5,76.7,12.9,728,22.7,4918,64.7,6.5,82400,4030,2.61,17579,28853,31.6,211,2843,4.1,647,961,0.0,0.0,0.0,0.0,0.0,0.0,832266,131927,75758,6416,6271,9,512.59,21.5,0.0558215949556584,13099,31.390110600000003,-84.8984775
13101,1175,0.0,13101,1102,13101,13,13101,4003,4034,-0.8,4034,8.8,27.7,11.3,50.7,0.055999999999999994,3.1,0.5,0.2,1.8,0.281,73.4,17.1,23.2,74.7,5.7,292,24.8,1537,62.7,5.6,71600,1382,2.93,15861,31375,31.3,23,114,-5.8,183,177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,414.89,9.7,0.024046800787736,13101,30.7503289,-82.95015579999998
13103,23395,0.0,13103,20779,13103,13,13103,55423,52250,6.1,52250,6.6,26.9,10.8,50.1,0.14,0.4,0.9,0.1,1.8,0.037000000000000005,86.4,2.1,4.5,85.2,16.8,4583,29.8,20549,76.6,7.2,155400,17830,2.96,24824,63030,11.2,673,7394,3.7,3311,4492,6.5,0.0,0.0,0.0,0.0,25.9,0,63037,322581,6345,26103,482,477.7,109.4,0.0132998589322878,13103,32.378147999999996,-81.38393260000002
13105,7912,0.0,13105,8139,13105,13,13105,19438,20166,-3.6,20166,6.0,22.0,19.1,52.1,0.294,0.4,0.9,0.0,1.1,0.055,93.0,3.0,5.3,78.3,11.3,1546,21.6,9513,68.4,9.2,84500,7635,2.57,18835,35817,20.4,423,4505,-10.4,1369,1650,0.0,0.0,0.0,0.0,0.0,0.0,515223,106277,136950,6644,14557,12,351.06,57.4,0.0691940967300833,13105,39.35370040000001,-104.19309179999999
13107,7838,0.0,13107,8060,13107,13,13107,22755,22594,0.7,22598,6.9,25.1,15.8,51.1,0.342,0.4,0.7,0.0,1.0,0.046,84.5,1.3,4.7,76.5,11.6,1357,25.3,9879,65.6,4.9,69900,8026,2.71,17064,32046,29.4,385,4899,-1.6,1849,2163,0.0,0.0,0.0,0.0,0.0,31.0,448400,93384,184041,8160,14804,7,680.6,33.2,0.0490030436437107,13107,32.5726629,-82.3017728
13109,3602,0.0,13109,3560,13109,13,13109,10898,11001,-0.9,11000,7.7,26.7,15.1,51.7,0.312,0.6,1.2,0.3,1.2,0.12,85.0,6.2,12.5,76.2,14.1,725,19.2,4636,63.7,6.9,89700,4067,2.55,18998,36788,27.9,212,3744,-1.2,692,940,0.0,0.0,0.0,0.0,0.0,36.3,354790,0,153912,13507,6395,20,182.85,60.2,0.0306092433042816,13109,32.1427011,-81.909826
13111,11764,0.0,13111,10007,13111,13,13111,23753,23693,0.3,23682,4.5,17.7,25.6,51.1,0.008,0.4,0.5,0.0,1.3,0.02,89.5,1.1,3.1,79.0,14.4,2322,25.4,16589,78.2,4.3,161300,9940,2.36,19164,34239,23.0,553,4496,0.8,2648,3558,0.0,0.0,0.0,0.0,0.0,25.0,0,41794,293099,12995,29653,168,386.72,61.2,0.0331684006166781,13111,33.554429600000006,-96.1526985
13113,60387,0.0,13113,58473,13113,13,13113,109664,106566,2.9,106567,4.1,23.9,16.2,51.6,0.22,0.4,4.5,0.1,2.1,0.071,88.1,9.2,11.6,94.3,42.6,11491,30.4,41344,82.9,8.6,231500,37930,2.81,35344,79977,7.7,3182,38001,1.7,9875,12696,16.0,0.0,4.4,0.0,3.6,29.8,1744689,877241,1390039,13122,171207,314,194.34,548.3,-0.0705012976190188,13113,33.4502206,-84.4802606
13115,34250,0.0,13115,32685,13115,13,13115,96063,96317,-0.3,96317,6.1,23.5,15.7,51.5,0.14800000000000002,0.8,1.4,0.3,1.7,0.10300000000000001,85.1,6.5,9.7,77.9,18.1,7358,21.5,40428,64.2,16.6,114800,34646,2.66,20500,40821,21.0,1950,32861,0.4,6748,8145,0.0,0.0,3.3,0.0,0.0,28.6,3346076,636186,1039780,10932,144251,75,509.91,188.9,0.0094936961864468,13115,38.2869276,-85.8895551
13117,97314,0.0,13117,81598,13117,13,13117,204302,175511,16.4,175511,6.2,28.9,11.1,50.3,0.035,0.5,9.1,0.1,1.6,0.09699999999999999,89.1,13.8,18.1,91.4,43.8,10111,29.9,71045,85.6,4.0,258200,58080,3.14,34582,86569,7.6,5513,64358,5.2,17610,19448,1.9,0.5,4.3,0.0,4.4,27.5,2318605,2503452,1960919,12382,183104,3194,224.02,783.5,-0.0897658049799844,13117,36.120000299999994,-80.1875065
13119,8474,0.0,13119,7757,13119,13,13119,22264,22084,0.8,22084,5.7,21.9,18.7,51.2,0.096,0.3,0.9,0.0,1.8,0.043,91.0,2.7,4.9,72.3,13.0,1375,24.6,10460,73.1,6.9,114800,8618,2.47,18234,34830,18.9,414,5869,-2.7,1591,1915,0.0,0.0,0.0,0.0,0.0,25.3,430397,107788,315062,14431,22760,2,261.5,84.5,0.0444951257072228,13119,40.015474499999996,-82.99316069999998
13121,407173,1.0,13121,386845,13121,13,13121,996319,920579,8.2,920581,6.4,23.2,10.4,51.4,0.44299999999999995,0.3,6.7,0.1,2.0,0.076,79.9,12.9,16.7,90.4,48.2,47038,27.0,448897,53.9,43.9,238200,368184,2.49,36757,56857,17.6,33874,723886,3.1,99463,106113,26.7,0.5,5.4,0.0,3.2,32.3,10428483,40824135,13239670,13363,4133808,8098,526.64,1748.0,-0.0749015541973897,13121,33.803396500000005,-84.3962535
13123,12713,0.0,13123,11008,13123,13,13123,28829,28281,1.9,28292,5.3,20.5,22.0,50.1,0.009000000000000001,0.6,0.4,0.5,1.2,0.109,82.8,6.1,9.0,76.5,16.4,2397,27.9,16653,73.4,3.6,142200,11513,2.44,21317,39140,21.7,522,5524,-0.8,2567,2593,0.0,0.0,0.0,0.0,0.0,24.7,354553,45815,370523,12965,36555,102,426.54,66.3,0.0128533624252047,13123,34.6935359,-84.4802606
13125,1390,0.0,13125,1333,13125,13,13125,3053,3082,-0.9,3082,4.8,24.0,17.4,51.1,0.099,0.4,0.4,0.0,1.4,0.015,92.1,1.0,1.3,78.3,9.6,181,28.3,1501,70.8,3.5,70000,1189,2.53,17984,37760,21.4,22,0,0.0,172,216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4815,1739,0,0,143.74,21.4,0.0370263429166644,13125,33.2422994,-82.6267345
13127,34041,0.0,13127,33054,13127,13,13127,82175,79626,3.2,79626,6.2,23.1,17.7,52.7,0.265,0.5,1.5,0.2,1.8,0.065,80.2,5.7,9.5,86.6,26.1,7954,19.1,41726,61.9,20.8,162900,31547,2.51,26724,46407,19.2,2427,29435,1.5,6218,0,0.0,0.0,0.0,0.0,0.0,0.0,0,270865,1351775,18083,398301,427,419.75,189.7,0.00018579508744720501,13127,31.262416899999998,-81.6035062
13129,18850,0.0,13129,16857,13129,13,13129,56047,55186,1.6,55186,6.5,25.6,13.3,50.4,0.044000000000000004,0.6,1.1,0.4,1.4,0.152,85.8,9.3,14.6,73.4,14.2,3094,23.0,22254,66.8,15.0,116100,19066,2.88,19177,40926,21.0,986,18965,6.2,3429,4842,0.0,0.0,2.6,0.0,0.0,20.4,2528116,0,659417,12680,62480,63,355.81,155.1,0.0233124886213237,13129,34.48916989999999,-84.8567932
13131,9187,0.0,13131,9391,13131,13,13131,25359,25012,1.4,25011,6.8,25.7,16.0,51.3,0.29100000000000004,1.3,0.6,0.2,1.4,0.109,89.7,5.6,8.6,72.7,11.3,1743,25.1,10684,58.5,5.0,110800,9290,2.69,15734,30571,30.1,402,3841,-0.4,1483,1843,0.0,0.0,0.0,0.0,0.0,27.3,183214,201332,168147,6750,13083,31,454.53,55.0,0.027608922280569003,13131,35.0472662,-97.87216
13133,8831,0.0,13133,8313,13133,13,13133,16490,15994,3.1,15994,5.4,19.1,26.2,51.2,0.366,0.5,0.5,0.2,1.2,0.063,92.0,3.9,4.4,78.7,21.4,1457,24.6,9006,75.6,6.9,145200,6353,2.5,27828,42565,22.3,420,4549,5.1,1439,1986,14.6,0.0,0.0,0.0,0.0,16.5,673247,31905,137147,8715,60642,203,387.44,41.3,0.0119199282439845,13133,39.697399,-83.88970570000001
13135,323931,1.0,13135,295560,13135,13,13135,877922,805324,9.0,805321,6.9,27.8,8.6,51.0,0.27,0.8,11.5,0.1,2.5,0.205,85.2,24.9,33.0,87.0,33.9,39586,31.6,298611,68.4,20.2,171300,266952,3.07,25932,60445,13.9,21547,305293,3.0,90033,93820,17.0,1.1,14.2,0.2,9.3,28.6,6480318,28829120,13857021,17939,1264671,3379,430.38,1871.2,-0.0877241078128531,13135,33.9190653,-84.01674229999998
13137,16128,0.0,13137,14600,13137,13,13137,43752,43041,1.7,43041,5.9,23.2,17.4,52.6,0.04,1.0,2.5,0.3,1.4,0.136,91.1,8.6,13.8,77.9,17.1,3319,23.6,18111,76.3,7.5,137900,14805,2.74,18910,39306,20.8,802,11576,-2.2,2865,4315,0.0,0.0,0.0,0.0,0.0,24.0,968514,0,492128,11672,41762,35,276.74,155.5,-0.0145944770602305,13137,34.647889299999996,-83.54965659999998
13139,70133,0.0,13139,59241,13139,13,13139,190761,179684,6.2,179684,6.9,26.5,13.6,50.1,0.081,0.9,2.0,0.2,1.5,0.275,86.1,15.4,26.2,78.8,22.8,10555,25.8,69492,67.8,13.9,165300,61220,2.93,23645,50853,18.7,3953,64743,4.2,13987,17307,0.0,0.6,4.4,0.0,6.9,25.1,6068981,4914547,2220699,12417,224064,722,392.78,457.5,-0.038205189043941004,13139,34.30778,-83.804868
13141,3572,1.0,13141,4076,13141,13,13141,8509,9402,-9.5,9429,4.5,16.3,20.0,46.0,0.726,0.4,0.7,0.0,0.8,0.017,91.1,1.9,2.4,75.8,9.9,564,25.5,5279,77.7,5.1,67800,2742,2.78,12381,25000,30.6,73,601,-5.4,500,715,55.5,0.0,0.0,0.0,0.0,31.7,0,0,21008,2183,1031,15,471.84,20.0,0.0480036638691293,13141,39.824991499999996,-85.84862360000002
13143,11317,0.0,13143,10362,13143,13,13143,28641,28780,-0.5,28780,5.9,24.4,16.0,51.6,0.051,0.4,0.7,0.0,1.6,0.013999999999999999,84.0,1.4,1.7,74.2,14.1,1916,30.0,12241,70.3,9.9,106800,10806,2.6,19789,39993,22.8,441,5221,5.8,2025,2349,0.0,0.0,0.0,0.0,0.0,22.0,952054,53193,313130,10907,14624,23,282.17,102.0,0.0320076651904256,13143,33.8021715,-85.1900684
13145,16392,0.0,13145,15479,13145,13,13145,32876,32026,2.7,32024,4.7,22.0,16.7,50.2,0.171,0.4,0.9,0.1,1.6,0.033,89.6,2.6,4.5,89.2,27.3,3578,26.6,13690,86.7,2.8,203800,11426,2.79,31482,69223,8.0,377,3921,18.2,2338,2514,0.0,0.0,0.0,0.0,0.0,21.1,0,0,66126,2271,43474,113,463.87,69.0,0.00474632329050739,13145,29.7751825,-95.3102505
13147,10077,0.0,13147,9501,13147,13,13147,25377,25213,0.7,25213,5.5,21.4,20.6,50.4,0.188,0.2,1.0,0.0,1.5,0.036000000000000004,87.0,2.1,2.8,80.3,15.5,2148,22.9,12943,73.7,4.6,118400,10009,2.45,20371,35615,25.4,393,5319,-1.5,1798,1725,0.0,0.0,0.0,0.0,0.0,22.7,244785,58960,170726,7077,16806,35,232.39,108.5,0.0371108677267766,13147,34.3500039,-82.95015579999998
13149,4206,0.0,13149,4162,13149,13,13149,11603,11834,-2.0,11834,5.7,23.6,15.7,50.1,0.107,0.4,0.6,0.0,1.8,0.025,84.2,0.2,0.4,72.7,8.2,863,38.6,5103,76.0,5.3,93200,4321,2.68,18964,39909,24.3,118,1181,0.0,705,1038,0.0,0.0,0.0,0.0,0.0,23.4,0,0,24751,2167,1886,15,296.03,40.0,0.0431873141570485,13149,33.299040600000005,-85.14793639999998
13151,98037,1.0,13151,90469,13151,13,13151,213869,203879,4.9,203922,5.9,27.1,10.4,52.2,0.406,0.3,3.4,0.1,2.2,0.064,85.7,7.4,10.2,89.5,26.1,17462,33.3,77530,75.0,11.2,147500,69238,2.97,25299,60781,11.2,3354,46159,7.1,17787,18508,28.9,0.0,5.4,0.0,2.7,33.6,1695755,3076624,1907354,10315,243225,1047,322.13,633.0,-0.0462177400387265,13151,33.4347963,-84.14351359999998
13153,59559,0.0,13153,57912,13153,13,13153,149111,139910,6.6,139900,6.9,25.7,11.7,51.3,0.303,0.4,2.8,0.2,2.7,0.066,83.3,5.8,8.5,88.8,24.0,18505,20.5,60555,67.1,17.3,132900,52330,2.7,25195,54893,15.2,2318,36198,6.7,8976,8657,17.1,0.0,6.2,0.0,2.8,29.1,1422893,0,1524261,11610,206115,602,375.54,372.5,-0.004447611724041621,13153,32.421965500000006,-83.63484299999998
13155,3659,0.0,13155,3683,13155,13,13155,9104,9538,-4.6,9538,5.7,22.3,18.2,49.2,0.267,0.1,0.8,0.0,1.1,0.036000000000000004,89.8,0.7,1.4,81.1,10.3,923,22.5,4022,72.4,6.2,83400,3277,2.69,18207,40771,21.2,125,1727,0.2,561,742,10.9,0.0,0.0,0.0,0.0,0.0,0,94087,27252,2734,2608,10,354.34,26.9,0.0569595187686762,13155,31.5893221,-83.29340859999999
13157,27057,0.0,13157,23670,13157,13,13157,61870,60485,2.3,60485,6.6,25.7,13.5,50.4,0.07200000000000001,0.4,1.9,0.1,1.6,0.067,88.8,4.4,8.5,81.1,19.5,3962,29.7,23752,77.1,5.9,161300,21293,2.81,23247,53179,15.9,1162,16656,5.3,4692,6073,0.0,0.0,1.5,0.0,3.9,21.1,1801528,568845,559370,9365,33343,455,339.66,178.1,-0.00385169121208839,13157,38.9914998,-94.315422
13159,6016,0.0,13159,6010,13159,13,13159,13432,13900,-3.4,13900,6.0,24.0,15.5,51.3,0.215,0.6,0.3,0.0,1.7,0.042,84.3,3.1,5.4,83.6,13.3,872,36.2,6230,76.1,2.1,120200,5132,2.66,21297,42192,21.7,147,1383,-1.2,1055,1517,0.0,0.0,0.0,0.0,0.0,27.7,187450,0,33351,2442,3412,53,368.17,37.8,0.0378799629164159,13159,32.491436,-81.0754657
13161,5089,0.0,13161,5330,13161,13,13161,14859,15068,-1.4,15068,7.4,27.5,14.2,50.5,0.156,0.8,0.6,0.0,1.0,0.113,87.8,4.7,9.3,79.6,9.6,773,22.0,6412,71.3,6.1,79900,5509,2.71,17684,36296,24.5,239,3344,5.9,852,1009,0.0,0.0,0.0,0.0,0.0,0.0,242915,35858,204381,15440,9883,1,330.74,45.6,0.0567089300138585,13161,30.750805,-104.19309179999999
13163,6934,1.0,13163,7268,13163,13,13163,16272,16930,-3.9,16930,6.3,24.1,17.0,51.4,0.536,0.2,0.7,0.1,0.9,0.033,85.0,1.2,2.2,73.8,8.8,1109,23.1,7246,65.5,9.6,67200,6220,2.58,14757,26968,31.5,300,3935,-1.8,1139,1266,31.8,0.0,0.0,0.0,0.0,27.6,303595,127174,129391,7897,11202,5,526.49,32.2,0.0292034861598602,13163,39.5800298,-105.26629309999998
13165,3034,0.0,13165,3386,13165,13,13165,9125,8340,9.4,8340,5.7,22.6,15.3,46.8,0.43200000000000005,0.4,0.5,0.2,1.0,0.051,85.3,2.6,4.1,72.6,13.1,605,26.4,4175,69.6,1.9,63400,3354,2.54,17565,26104,29.4,97,946,-1.1,545,716,0.0,0.0,0.0,0.0,0.0,0.0,116890,0,53910,6311,3823,10,347.28,24.0,0.0671904670867401,13165,32.778124600000005,-81.9971108
13167,3682,0.0,13167,3772,13167,13,13167,9701,9984,-2.8,9980,4.5,19.6,15.5,43.5,0.35,0.3,0.3,0.0,0.9,0.022000000000000002,83.7,1.7,1.9,75.8,11.5,729,28.9,4066,78.9,5.1,65000,3250,2.71,16807,36722,22.8,120,994,-9.6,599,516,0.0,0.0,0.0,0.0,0.0,21.1,0,0,25209,2678,1384,0,303.01,32.9,0.0372673687533228,13167,38.845411999999996,-94.8520636
13169,12524,0.0,13169,12099,13169,13,13169,28787,28669,0.4,28669,5.2,24.5,15.4,51.6,0.249,0.3,0.8,0.0,1.1,0.015,87.8,2.0,2.4,88.7,17.8,1774,26.5,11576,79.1,4.9,138900,10384,2.73,24485,51497,16.6,315,2523,5.4,1890,2169,0.0,0.0,0.0,0.0,0.0,29.9,0,42353,70608,2588,13415,28,393.93,72.8,0.0233246587578381,13169,31.534324100000003,-89.1705998
13171,7575,0.0,13171,7589,13171,13,13171,18207,18317,-0.6,18317,5.5,20.7,16.0,52.3,0.317,0.3,0.5,0.0,1.7,0.022000000000000002,83.1,1.7,2.6,81.9,14.2,1568,30.1,7504,70.1,10.8,122600,6393,2.65,18800,41016,18.9,234,2811,7.8,1145,1544,0.0,0.0,0.0,0.0,0.0,27.8,0,0,113965,6732,12041,18,183.5,99.8,0.0390801346572923,13171,33.75694,-95.64579509999999
13173,2861,0.0,13173,2958,13173,13,13173,10373,10074,3.0,10078,7.8,25.6,12.1,49.6,0.22699999999999998,1.1,1.4,0.0,2.7,0.055,78.0,2.5,5.5,76.4,12.0,784,23.0,4295,60.9,4.9,111800,3725,2.66,17264,39452,26.7,92,757,-6.5,516,731,0.0,0.0,0.0,0.0,0.0,26.7,0,0,0,0,0,15,185.26,54.4,0.0808877589290968,13173,31.02912689999999,-83.03613759999998
13175,19448,0.0,13175,19591,13175,13,13175,47851,48434,-1.2,48434,6.7,24.8,16.2,52.4,0.36200000000000004,0.3,1.1,0.0,1.2,0.025,87.7,2.2,3.3,79.8,15.0,3407,23.5,21283,65.7,10.3,85200,17632,2.67,18625,34793,24.7,1037,14748,0.2,3871,4485,0.0,0.0,0.0,0.0,0.0,27.9,0,252146,613069,12912,66796,9,807.3,60.0,0.0278282794920837,13175,34.5203466,-82.12783999999998
13177,14106,0.0,13177,13607,13177,13,13177,29191,28298,3.2,28298,6.4,26.8,10.7,49.8,0.207,0.4,2.4,0.1,1.4,0.026000000000000002,86.1,3.5,5.4,83.9,20.5,2267,21.2,10698,76.2,10.4,159000,9773,2.79,26357,60104,11.2,369,3810,20.2,1950,2208,0.0,0.0,0.0,0.0,0.0,30.3,0,118292,123990,3754,6881,175,355.78,79.5,-0.0033383966774426198,13177,26.6630286,-81.9534815
13179,16082,1.0,13179,16132,13179,13,13179,65198,63469,2.7,63453,11.1,28.7,7.5,48.8,0.408,0.8,2.4,0.6,4.3,0.121,72.9,6.5,10.9,90.9,20.2,10207,20.1,27198,51.1,22.3,126900,23046,2.73,20791,43832,18.7,812,12380,1.7,2805,3667,36.7,0.0,0.0,0.0,3.0,34.7,0,0,539287,8908,62915,242,489.8,129.5,0.0363279834784246,13179,30.1633593,-94.8105955
13181,4100,0.0,13181,4425,13181,13,13181,7622,7996,-4.7,7996,4.6,19.1,20.7,50.7,0.316,0.4,0.5,0.0,0.9,0.013000000000000001,92.6,1.1,1.6,82.1,11.4,732,32.6,4779,78.7,2.5,103700,3394,2.3,20641,35625,26.5,135,935,-0.6,502,707,0.0,0.0,0.0,0.0,0.0,34.5,0,9380,39568,4927,5229,17,210.38,38.0,0.038802535482982,13181,35.4637028,-81.20781640000001
